955|-64.71954211751313
353|-177.7659313097006
-557|698.5178565888743
-678|838.630774568308
-859|-352.020658198035
-846|650.4261859014039
-157|846.6164564081475
-405|242.34153227071488
901|-647.7452944407434
-598|209.009933964109
335|-375.86141104821263
-334|-106.88499796627673
-945|-344.5094385867744
-267|-104.50529661377846
715|-673.1833287164782
324|-1.52186682250192
673|-679.0334298498277
689|-111.90455703875784
-848|-663.5227748471225
213|313.87184754150826
-398|659.8998043050626
345|-151.08558791257212
-657|-605.2655444069557
-745|75.20567453273225
-475|449.52680353757455
-827|-886.2071728732268
451|-13.94274757175549
-371|-941.6352993525694
787|376.62053278751523
19|634.132995244255
286|524.7141066597412
-591|863.3537592672651
-340|558.7212914012255
468|239.57306425825982
-259|240.98458971220498
898|155.79359965997492
-532|773.0006594991228
-899|32.74066807037957
-309|-0.9285029104588602
336|-522.704280217374
-488|-543.416351817175
702|784.7997767014676
1000|-136.14341645149432
-537|785.7613824207165
-141|-665.3795409503427
342|-426.58479579549646
-783|314.74365014513023
967|-885.4818827735107
-770|424.8503436715034
-785|-499.53004859472026
-633|-288.8577828595893
274|-795.1697602943817
220|-696.6904327603431
-229|-10.853669107014639
240|38.42274934351485
-312|-770.0491428822172
269|532.6126955623579
-584|674.9870760711085
-981|738.5857035321308
-75|946.7890550389798
-732|-314.1367871089227
-559|302.0911414058353
741|908.7849005714534
-651|444.31230026812614
803|415.777988956826
113|711.4978471551867
245|488.4046515322775
-625|367.00893806463114
-884|487.06509708200747
-101|769.497671389152
717|-512.4086459906157
-349|-140.95022206319595
-746|-47.749338787387956
706|468.70530641471214
940|868.0390008560169
-725|-91.35994554974422
344|973.7886417467671
-104|91.06033693049176
-909|612.8744989170548
-610|-646.6048744130123
-33|-656.5313021459801
998|-992.22338838225
-87|55.49635475437731
391|-805.1497839560004
537|-470.3201791591043
-800|794.8688517515218
-819|-148.4696061540833
-520|118.50957176772863
696|-866.1452050769933
-21|-785.2753002654322
136|-269.2257589768527
799|876.7748752737775
-5|-588.267411672394
-616|867.6685090018384
-408|-316.02020564444433
-70|-598.9842798195834
-709|365.88395025461637
899|-278.597455535732
-930|-630.1733733331039
-247|965.3055905584556
205|-747.0044084692979
854|-217.02710615436672
-969|983.0419008578735
-922|751.3009210499104
-24|811.929155107749
820|-470.5094490213613
647|-458.29273348528204
449|-679.5484801650016
-948|594.1302823915346
964|-743.2022487828733
767|601.2557958404495
-960|-237.6113117937773
-739|-192.7082350433269
-221|-739.9850247498752
284|3.354457188969036
-120|-136.75956896059267
838|512.826360954657
377|813.1081662049701
947|-80.07374334607027
-580|-36.36301268706154
556|-422.13033609353556
332|920.0804422551817
-212|-81.23580760968866
895|-591.2708103589794
-950|-512.6908138294373
981|871.3290123429649
140|-70.15496118748695
931|545.1240270568683
-272|916.6823811002498
504|334.36674218110807
364|521.7503171255246
-75|534.1678715327889
395|-451.435817056195
-268|389.7213026174272
821|630.4756818330156
118|-807.1836168114274
-711|950.7455994151048
-182|-576.9443471679867
964|-512.3642756348772
982|-94.3919328243419
839|447.3925265654916
-624|387.763274135639
-926|-114.71564027143734
767|-896.1402259824165
921|7.453471630135709
-637|342.93894262432036
948|-298.11655375260386
399|597.8897615441069
492|826.7128284823198
-748|-482.6847534296211
-702|-645.533269441868
139|-661.1304148406856
647|-864.0791427789436
-277|-328.62728154911133
263|-2.108172574365426
-812|899.7408027967465
840|611.5895608055573
-36|420.5522223006585
200|492.4197986183217
552|85.64445702723947
-633|827.9791729828835
-669|725.6925140734882
-750|-605.8190816126463
535|-174.20839906559934
209|-461.1829893018671
800|778.9109260129298
16|182.4409843444687
-603|-925.6658418183455
818|-150.38241811657872
-622|948.4279214576034
-72|-966.5819420119263
-535|-523.2822713441429
-713|513.9427220950881
958|-203.7537129574789
-258|-525.7344682336076
843|-97.62086228804208
-845|-882.4395677897624
-666|-205.0122438454207
924|-699.9612427495991
739|-254.50904463951042
-872|256.18781319728237
-335|184.10924913211852
-710|-272.60644325848
146|963.5188043402773
-1|699.415115670997
657|-631.7230914530827
-706|-84.8603305698665
622|-911.7104945444652
-791|-342.42531276156024
965|147.89356442616736
-8|634.8436549537744
5|-511.52818330528805
-100|-39.78548017056039
443|-905.5485136037366
-213|-824.1571770278263
362|-355.7941889924598
710|63.36727701611471
296|806.2939517533596
255|492.32538710831363
31|-207.84268123689742
-790|-656.2193174300778
-584|-243.00084571243974
199|2.029969997448916
211|351.24564837544517
516|458.228539331491
-983|96.23693306954897
-508|-224.4717700582031
-732|-328.8672056160109
-66|728.7910125458804
955|-681.3599735621281
133|-410.5913617136814
-515|-959.1567344488147
603|-182.0706847232916
402|-4.088713450573778
32|623.3221498958378
-572|168.55566659189867
-879|-5.021994622044417
-591|-452.5574791481679
-370|-654.9691951746444
316|606.7834921415704
467|-881.294895711608
17|304.6541192707639
-144|-572.9709588142928
-645|-112.42955322901912
-692|158.63296670129853
-524|772.1144889966538
201|-436.0012960015638
-29|-550.4380991662888
-427|-606.6962219412421
-722|313.83294253983627
391|532.0399592876211
-901|-460.8747750138227
-816|429.13700298893446
153|826.367600849434
-540|-580.3851422950302
-379|-669.2088096020466
-23|-778.9710472645992
553|-550.6118169939045
877|-275.85367794463696
803|-454.0796826472881
274|-388.5864123423796
-557|212.21870481112296
72|933.1666977855764
600|509.17915162133136
-563|123.66191152101055
52|-729.7669065998864
-979|-115.28803055006892
-339|-664.7192959648662
829|559.0751299816791
758|174.17725559427276
370|447.5044813426316
-358|81.81354787122359
774|-812.1846652818176
736|-649.2070412673221
890|639.9766728272548
318|-131.8935966714647
